Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
APPROVED,Not Applicable,2026-05-15T17:40:51.868000Z,2026-05-15T17:59:28.602000Z,2026-05-18T14:02:58.519000Z,2026-05-15T17:59:28.975761Z,1117.0,CDT15VVH,128,English,22,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:40:56.097000Z,2026-05-15T18:05:35.670000Z,2026-05-18T14:02:58.802000Z,2026-05-15T18:05:36.049074Z,1480.0,CDT15VVH,4886,"English, Spanish",48,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-15T17:40:55.010000Z,,,2026-05-18T13:27:57.081994Z,244023.0,,3091,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:40:52.501000Z,2026-05-15T18:00:08.758000Z,2026-05-18T14:02:59.108000Z,2026-05-15T18:00:09.163473Z,1157.0,CDT15VVH,450,English,54,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:40:49.977000Z,2026-05-15T18:32:19.117000Z,2026-05-18T14:02:59.400000Z,2026-05-15T18:32:19.576657Z,3090.0,CDT15VVH,11913,English,34,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:40:56.475000Z,,,2026-05-18T13:27:57.087475Z,,,237,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:41:01.972000Z,,,2026-05-18T13:27:57.082298Z,,,1036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:40:56.847000Z,2026-05-15T18:16:28.663000Z,2026-05-18T14:02:59.658000Z,2026-05-15T18:16:29.089646Z,2132.0,CDT15VVH,11660,English,59,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:04.832000Z,2026-05-15T18:09:23.696000Z,2026-05-18T14:02:59.937000Z,2026-05-15T18:09:24.094358Z,1699.0,CDT15VVH,446,English,24,Male,Black,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Fail,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:40:56.752000Z,2026-05-15T18:21:21.476000Z,2026-05-18T14:03:00.242000Z,2026-05-15T18:21:21.895269Z,2425.0,CDT15VVH,5253,English,46,Male,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:40:55.360000Z,2026-05-15T18:03:30.741000Z,2026-05-18T14:03:00.532000Z,2026-05-15T18:03:31.129467Z,1356.0,CDT15VVH,3850,"English, Spanish",47,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:40:55.039000Z,2026-05-15T18:00:53.910000Z,2026-05-18T14:03:00.828000Z,2026-05-15T18:00:54.379329Z,1199.0,CDT15VVH,61,English,30,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:40:52.626000Z,2026-05-15T18:28:05.359000Z,2026-05-18T14:03:01.144000Z,2026-05-15T18:28:05.755283Z,2833.0,CDT15VVH,303,English,24,Female,Black,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,,,,2026-05-18T13:27:57.090265Z,,,7036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:40:56.264000Z,2026-05-15T18:04:08.247000Z,2026-05-18T14:03:01.498000Z,2026-05-15T18:04:08.670951Z,1392.0,CDT15VVH,23,English,20,Female,White,United States,United States,Greece,English,Yes,Full-Time,N/A,N/A,Pass,Fail,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:40:59.026000Z,2026-05-15T17:58:28.871000Z,2026-05-18T14:03:01.833000Z,2026-05-15T17:58:29.692899Z,1050.0,CDT15VVH,1926,English,38,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:00.461000Z,2026-05-15T18:05:58.573000Z,2026-05-18T14:03:02.142000Z,2026-05-15T18:05:59.039187Z,1499.0,CDT15VVH,6761,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:40:54.278000Z,2026-05-15T17:53:01.889000Z,2026-05-18T14:03:02.469000Z,2026-05-15T17:53:02.346461Z,728.0,CDT15VVH,1170,"English, French",32,Male,Black,Cote d'Ivoire,United States,United States,English,No,Part-Time,N/A,N/A,N/A,N/A,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:04.098000Z,2026-05-15T18:28:14.397000Z,2026-05-18T14:03:02.763000Z,2026-05-15T18:28:14.793163Z,2831.0,CDT15VVH,1,English,50,Female,White,United States,United States,DATA_EXPIRED,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:48:35.479000Z,2026-05-15T18:10:51.626000Z,2026-05-18T14:03:03.070000Z,2026-05-15T18:10:52.066453Z,1337.0,CDT15VVH,1999,English,45,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:41:04.747000Z,2026-05-15T17:57:22.718000Z,2026-05-18T14:03:03.357000Z,2026-05-15T17:57:23.146965Z,978.0,CDT15VVH,407,English,47,Male,Mixed,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:05.081000Z,2026-05-15T18:07:08.872000Z,2026-05-18T14:03:03.632000Z,2026-05-15T18:07:09.267802Z,1564.0,CDT15VVH,56,English,50,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:09.233000Z,2026-05-15T18:12:31.170000Z,2026-05-18T14:03:03.902000Z,2026-05-15T18:12:31.588625Z,1882.0,CDT15VVH,2136,English,53,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:13.183000Z,2026-05-15T18:17:48.288000Z,2026-05-18T14:03:04.177000Z,2026-05-15T18:17:48.749007Z,2196.0,CDT15VVH,256,English,54,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:41:09.725000Z,2026-05-15T18:21:58.714000Z,2026-05-18T14:03:04.447000Z,2026-05-15T18:21:59.092725Z,2449.0,CDT15VVH,110,English,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:41:33.096000Z,,,2026-05-18T13:27:57.101180Z,,,21,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:41:20.573000Z,2026-05-15T18:12:52.367000Z,2026-05-18T14:03:04.707000Z,2026-05-15T18:12:52.802248Z,1892.0,CDT15VVH,60,English,47,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:08.389000Z,2026-05-15T18:26:15.361000Z,2026-05-18T14:03:05.005000Z,2026-05-15T18:26:15.746376Z,2707.0,CDT15VVH,2638,English,39,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:14.884000Z,2026-05-15T18:37:04.523000Z,2026-05-18T14:03:05.286000Z,2026-05-15T18:37:04.899648Z,3350.0,CDT15VVH,10359,English,47,Male,Other,United States,United States,United States,English,Yes,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:11.899000Z,2026-05-15T18:14:33.200000Z,2026-05-18T14:03:05.557000Z,2026-05-15T18:14:33.623588Z,2002.0,CDT15VVH,58,English,33,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:41:09.798000Z,,,2026-05-18T13:27:57.109761Z,,,88,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:41:11.236000Z,2026-05-15T18:03:44.551000Z,2026-05-18T14:03:05.852000Z,2026-05-15T18:03:44.979707Z,1354.0,CDT15VVH,10464,English,46,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:47.033000Z,2026-05-15T18:32:26.720000Z,2026-05-18T14:03:06.168000Z,2026-05-15T18:32:27.349578Z,3040.0,CDT15VVH,14,English,70,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:41:10.326000Z,,,2026-05-18T13:27:57.101534Z,,,2127,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:41:07.243000Z,2026-05-15T18:27:44.103000Z,2026-05-18T14:03:06.426000Z,2026-05-15T18:27:44.468099Z,2797.0,CDT15VVH,5,English,24,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:41:33.303000Z,2026-05-15T17:58:34.369000Z,2026-05-18T14:03:06.697000Z,2026-05-15T17:58:34.780530Z,1022.0,CDT15VVH,169,English,23,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:43:00.108000Z,2026-05-15T18:07:31.215000Z,2026-05-18T14:03:07.714000Z,2026-05-15T18:07:31.628862Z,1472.0,CDT15VVH,1473,English,34,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:42:24.915000Z,2026-05-15T18:03:07.094000Z,2026-05-18T14:03:07.996000Z,2026-05-15T18:03:07.510155Z,1243.0,CDT15VVH,2462,English,32,Male,White,United Kingdom,United States,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-15T17:42:33.089000Z,2026-05-15T18:08:40.187000Z,2026-05-18T14:03:08.315000Z,2026-05-15T18:08:40.707910Z,1568.0,CDT15VVH,3043,English,52,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:43:39.368000Z,2026-05-15T18:28:51.161000Z,2026-05-18T14:03:08.619000Z,2026-05-15T18:28:51.626097Z,2712.0,CDT15VVH,719,English,36,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:43:46.371000Z,2026-05-15T18:11:58.720000Z,2026-05-18T14:03:08.932000Z,2026-05-15T18:11:59.145818Z,1693.0,CDT15VVH,143,English,44,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:43:57.728000Z,2026-05-15T18:11:59.417000Z,2026-05-18T14:03:09.239000Z,2026-05-15T18:11:59.824915Z,1682.0,CDT15VVH,64,English,26,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:45:28.742000Z,2026-05-15T18:22:21.308000Z,2026-05-18T14:03:09.530000Z,2026-05-15T18:22:21.738551Z,2213.0,CDT15VVH,438,English,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:44:43.586000Z,2026-05-15T18:15:50.025000Z,2026-05-18T14:03:09.803000Z,2026-05-15T18:15:50.433293Z,1867.0,CDT15VVH,4966,English,52,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-15T17:46:00.473000Z,2026-05-15T18:09:47.971000Z,2026-05-18T14:03:10.081000Z,2026-05-15T18:09:48.397320Z,1428.0,CDT15VVH,9690,English,50,Male,Asian,China,United States,United States,Chinese,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:46:41.700000Z,2026-05-15T18:04:01.697000Z,2026-05-18T14:03:10.347000Z,2026-05-15T18:04:02.231382Z,1040.0,CDT15VVH,8903,English,77,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T17:47:27.333000Z,2026-05-15T18:31:35.812000Z,2026-05-18T14:03:10.624000Z,2026-05-15T18:31:36.250004Z,2649.0,CDT15VVH,49,English,32,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:56:25.785000Z,,,2026-05-18T13:27:57.130544Z,,,863,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-15T17:59:26.091000Z,2026-05-15T18:32:38.408000Z,2026-05-18T14:03:10.933000Z,2026-05-15T18:32:38.801679Z,1993.0,CDT15VVH,18,English,25,Female,Asian,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:10:15.603000Z,2026-05-15T18:32:51.634000Z,2026-05-18T14:03:11.221000Z,2026-05-15T18:32:52.055859Z,1357.0,CDT15VVH,58,English,40,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:23:06.675000Z,2026-05-15T18:48:49.328000Z,2026-05-18T14:03:11.521000Z,2026-05-15T18:48:49.756858Z,1543.0,CDT15VVH,283,English,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:35:09.302000Z,2026-05-15T19:08:10.911000Z,2026-05-18T14:03:11.812000Z,2026-05-15T19:08:11.731099Z,1982.0,CDT15VVH,3076,"English, Gaelic",49,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:40:34.444000Z,2026-05-15T19:03:11.138000Z,2026-05-18T14:03:12.108000Z,2026-05-15T19:03:11.532829Z,1357.0,CDT15VVH,76,English,26,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:40:41.973000Z,2026-05-15T19:05:52.697000Z,2026-05-18T14:03:12.417000Z,2026-05-15T19:05:53.132563Z,1511.0,CDT15VVH,6686,English,46,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:40:45.767000Z,2026-05-15T18:59:41.873000Z,2026-05-18T14:03:12.719000Z,2026-05-15T18:59:42.611478Z,1137.0,CDT15VVH,26,English,44,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:46:45.982000Z,2026-05-15T19:02:07.098000Z,2026-05-18T14:03:13.047000Z,2026-05-15T19:02:07.573828Z,922.0,CDT15VVH,1600,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:40:51.451000Z,2026-05-15T19:02:24.743000Z,2026-05-18T14:03:13.388000Z,2026-05-15T19:02:25.200646Z,1294.0,CDT15VVH,619,English,41,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:40:59.508000Z,2026-05-15T19:10:40.369000Z,2026-05-18T14:03:13.664000Z,2026-05-15T19:10:40.808825Z,1781.0,CDT15VVH,687,English,54,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:41:02.353000Z,2026-05-15T19:17:45.279000Z,2026-05-18T14:03:13.936000Z,2026-05-15T19:17:46.093158Z,2203.0,CDT15VVH,7717,English,48,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-15T18:41:05.235000Z,2026-05-15T19:02:07.636000Z,2026-05-18T14:03:14.231000Z,2026-05-15T19:02:08.052231Z,1263.0,CDT15VVH,223,"English, Hindi",30,Female,Asian,India,United States,India,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:46.605000Z,2026-05-18T20:54:50.121000Z,2026-05-19T14:43:40.288000Z,2026-05-18T20:54:50.538961Z,1144.0,CDT15VVH,1049,English,42,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:54.388000Z,2026-05-18T21:13:06.758000Z,2026-05-19T14:43:40.605000Z,2026-05-18T21:13:07.197019Z,2233.0,CDT15VVH,2740,English,31,Male,Black,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:42.807000Z,2026-05-18T21:14:07.212000Z,2026-05-19T14:43:40.944000Z,2026-05-18T21:14:07.677866Z,2125.0,CDT15VVH,1855,English,36,Female,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:55.579000Z,2026-05-18T20:59:09.904000Z,2026-05-19T14:43:41.286000Z,2026-05-18T20:59:10.339890Z,1395.0,CDT15VVH,1039,English,25,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:52.004000Z,2026-05-18T21:02:31.655000Z,2026-05-19T14:43:41.572000Z,2026-05-18T21:02:32.172087Z,1600.0,CDT15VVH,845,English,38,Female,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:04.932000Z,2026-05-18T20:57:06.323000Z,2026-05-19T14:43:41.847000Z,2026-05-18T20:57:06.835895Z,1262.0,CDT15VVH,2892,English,30,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:35:55.178000Z,2026-05-18T20:55:30.828000Z,2026-05-19T14:43:42.108000Z,2026-05-18T20:55:31.269919Z,1176.0,CDT15VVH,5689,English,44,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:07.147000Z,2026-05-18T21:16:00.437000Z,2026-05-19T14:43:42.453000Z,2026-05-18T21:16:00.883131Z,2394.0,CDT15VVH,3318,"Vietnamese, English",55,Male,Asian,Vietnam,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:36:19.021000Z,,,2026-05-19T13:36:54.927219Z,,,3312,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:35:54.615000Z,,,2026-05-19T13:36:54.930010Z,,,113,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:35:58.466000Z,2026-05-18T21:02:40.916000Z,2026-05-19T14:43:42.774000Z,2026-05-18T21:02:41.369104Z,1603.0,CDT15VVH,150,English,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:35:56.552000Z,,,2026-05-19T13:36:54.932263Z,61259.0,,237,"English, Swahili",32,Male,Black,Kenya,United States,United States,Swahili,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:56.147000Z,2026-05-18T21:09:47.053000Z,2026-05-19T14:43:43.043000Z,2026-05-18T21:09:47.483877Z,2031.0,CDT15VVH,95,English,31,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-18T20:36:02.188000Z,2026-05-18T21:08:48.434000Z,2026-05-19T14:43:43.311000Z,2026-05-18T21:08:48.864188Z,1967.0,CDT15VVH,263,English,26,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:35:56.482000Z,2026-05-18T21:11:31.317000Z,2026-05-19T14:43:43.585000Z,2026-05-18T21:11:31.735886Z,2135.0,CDT15VVH,297,English,26,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:04.675000Z,2026-05-18T20:56:40.280000Z,2026-05-19T14:43:43.885000Z,2026-05-18T20:57:00.434819Z,1236.0,CDT15VVH,3,English,24,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:38:04.133000Z,2026-05-18T21:01:27.075000Z,2026-05-19T14:43:44.172000Z,2026-05-18T21:01:27.523922Z,1403.0,CDT15VVH,660,English,27,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:35:59.099000Z,,,2026-05-19T13:36:54.932194Z,,,70,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:38:37.190000Z,2026-05-18T20:59:12.414000Z,2026-05-19T14:43:44.478000Z,2026-05-18T20:59:12.826167Z,1236.0,CDT15VVH,1104,English,32,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:46:00.008000Z,,,2026-05-19T13:36:54.936917Z,,,705,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:09.644000Z,2026-05-18T21:26:16.668000Z,2026-05-19T14:43:44.779000Z,2026-05-18T21:26:17.139272Z,3008.0,CDT15VVH,559,English,38,Male,Prefer not to say,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
