Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:36.610000Z,2026-05-18T21:11:21.859000Z,,2026-05-18T21:11:22.316796Z,2086,CDT15VVH,11033,"English, Spanish",38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:36:36.777000Z,,,,,,1845,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:37.022000Z,2026-05-18T21:11:40.737000Z,,2026-05-18T21:11:41.187109Z,2104,CDT15VVH,720,English,35,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:37.721000Z,2026-05-18T21:12:14.895000Z,,2026-05-18T21:12:15.325469Z,2138,CDT15VVH,410,English,22,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:38.009000Z,,,,,,47,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:38.040000Z,2026-05-18T20:55:21.294000Z,,2026-05-18T20:55:21.745355Z,1124,CDT15VVH,13,"Urdu, English",19,Female,Asian,Pakistan,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:38.052000Z,2026-05-18T21:02:45.003000Z,,2026-05-18T21:02:45.409277Z,1567,CDT15VVH,1,English,19,Female,Mixed,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:38.056000Z,2026-05-18T21:01:52.304000Z,,2026-05-18T21:01:52.858477Z,1515,CDT15VVH,44,English,61,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:38.067000Z,,,,,,3903,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:38.608000Z,2026-05-18T20:50:46.054000Z,,2026-05-18T20:50:46.491960Z,848,CDT15VVH,1070,English,28,Female,White,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:39.131000Z,2026-05-18T21:04:51.986000Z,,2026-05-18T21:04:52.407856Z,1693,CDT15VVH,88,English,23,Female,White,United Kingdom,United States,United Kingdom,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:39.551000Z,2026-05-18T21:27:51.822000Z,,2026-05-18T21:27:52.240647Z,3073,CDT15VVH,32,English,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:40.066000Z,2026-05-18T20:59:23.192000Z,,2026-05-18T20:59:23.746130Z,1364,CDT15VVH,2036,English,35,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:40.581000Z,2026-05-18T21:08:15.307000Z,,2026-05-18T21:08:15.728154Z,1895,CDT15VVH,556,English,37,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:40.870000Z,2026-05-18T20:54:58.768000Z,,2026-05-18T20:54:59.373972Z,1098,CDT15VVH,310,English,33,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:41.411000Z,2026-05-18T20:52:12.910000Z,,2026-05-18T20:52:13.337426Z,932,CDT15VVH,5109,English,33,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Fail,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:41.599000Z,2026-05-18T20:59:13.312000Z,,2026-05-18T20:59:13.766014Z,1352,CDT15VVH,257,English,39,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:42.056000Z,2026-05-18T21:04:51.332000Z,,2026-05-18T21:04:51.773226Z,1690,CDT15VVH,784,"Spanish, English",37,Female,Other,United States,United States,United States,Spanish,Yes,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:36:42.481000Z,,,,,,4353,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:36:42.504000Z,,,,,,4483,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:42.836000Z,2026-05-18T21:24:47.085000Z,,2026-05-18T21:24:47.560479Z,2885,CDT15VVH,1690,English,61,Female,White,Germany,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:43.350000Z,2026-05-18T21:09:24.967000Z,,2026-05-18T21:09:25.361974Z,1962,CDT15VVH,4,"Spanish, English, Portuguese",33,Male,White,United States,United States,United States,Spanish,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:43.407000Z,,,,,,5422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:43.996000Z,2026-05-18T21:06:04.233000Z,,2026-05-18T21:06:04.720464Z,1761,CDT15VVH,526,English,48,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:44.390000Z,2026-05-18T20:53:06.273000Z,,2026-05-18T20:53:06.664015Z,982,CDT15VVH,17,English,20,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:44.667000Z,2026-05-18T21:01:35.908000Z,,2026-05-18T21:01:36.374539Z,1492,CDT15VVH,200,English,29,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:45.460000Z,2026-05-18T21:06:56.226000Z,,2026-05-18T21:06:56.633166Z,1811,CDT15VVH,3526,English,58,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:46.484000Z,2026-05-18T20:54:48.706000Z,,2026-05-18T20:54:49.644543Z,1083,CDT15VVH,415,English,27,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:47.273000Z,2026-05-18T21:31:03.015000Z,,2026-05-18T21:31:03.446994Z,3256,CDT15VVH,148,English,44,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,mixed
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:47.457000Z,2026-05-18T21:02:13.942000Z,,2026-05-18T21:02:14.397801Z,1527,CDT15VVH,8330,English,34,Male,White,United States,United States,Germany,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:47.677000Z,2026-05-18T20:57:01.208000Z,,2026-05-18T20:57:01.635136Z,1214,CDT15VVH,10293,English,70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:47.971000Z,2026-05-18T20:59:50.713000Z,,2026-05-18T20:59:51.156771Z,1383,CDT15VVH,521,"Spanish, English",26,Female,Other,United States,United States,United States,Spanish,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:48.836000Z,2026-05-18T21:00:56.991000Z,,2026-05-18T21:00:57.440161Z,1449,CDT15VVH,33,English,33,Female,DATA_EXPIRED,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:49.231000Z,2026-05-18T20:56:07.827000Z,,2026-05-18T20:56:08.246011Z,1159,CDT15VVH,1344,"Arabic, English",29,Male,Other,United Arab Emirates,United States,United States,Arabic,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:49.912000Z,2026-05-18T21:02:51.058000Z,,2026-05-18T21:02:51.505809Z,1562,CDT15VVH,1001,English,40,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:51.082000Z,2026-05-18T20:52:28.084000Z,,2026-05-18T20:52:28.486793Z,938,CDT15VVH,14150,English,58,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:51.239000Z,2026-05-18T21:23:48.909000Z,,2026-05-18T21:23:49.337369Z,2818,CDT15VVH,92,English,34,Male,Black,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:51.971000Z,2026-05-18T21:02:12.018000Z,,2026-05-18T21:02:12.505949Z,1521,CDT15VVH,431,English,24,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:52.464000Z,2026-05-18T20:57:53.518000Z,,2026-05-18T20:57:53.957252Z,1262,CDT15VVH,21,English,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:52.638000Z,2026-05-18T21:10:37.972000Z,,2026-05-18T21:10:38.438923Z,2026,CDT15VVH,6,English,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:52.671000Z,2026-05-18T20:51:11.959000Z,,2026-05-18T20:51:12.888522Z,860,CDT15VVH,17,English,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:52.694000Z,2026-05-18T21:17:13.306000Z,,2026-05-18T21:17:13.757832Z,2421,CDT15VVH,4903,English,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:52.802000Z,,,,,,354,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-18T20:36:52.937000Z,,,,61202,,2342,"English, Spanish",41,Male,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:53.040000Z,2026-05-18T21:27:34.591000Z,,2026-05-18T21:27:35.010097Z,3042,CDT15VVH,3499,English,43,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:53.602000Z,2026-05-18T21:21:16.260000Z,,2026-05-18T21:21:16.716884Z,2663,CDT15VVH,29,English,43,Male,DATA_EXPIRED,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:54.970000Z,2026-05-18T20:55:02.321000Z,,2026-05-18T20:55:02.767954Z,1088,CDT15VVH,331,English,19,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:55.005000Z,2026-05-18T20:59:00.691000Z,,2026-05-18T20:59:01.116383Z,1326,CDT15VVH,58,English,22,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:55.063000Z,2026-05-18T21:26:24.815000Z,,2026-05-18T21:26:25.240985Z,2970,CDT15VVH,34,English,41,Female,Prefer not to say,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:55.503000Z,2026-05-18T21:05:35.224000Z,,2026-05-18T21:05:35.684646Z,1720,CDT15VVH,50,English,42,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:55.831000Z,2026-05-18T21:07:19.127000Z,,2026-05-18T21:07:19.605488Z,1824,CDT15VVH,236,English,22,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,mixed
TIMED-OUT,Not Applicable,2026-05-18T20:36:56.698000Z,,,,61199,,1521,English,29,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:56.718000Z,2026-05-18T20:52:33.117000Z,,2026-05-18T20:52:33.574515Z,937,CDT15VVH,69,English,21,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.139000Z,2026-05-18T21:03:16.430000Z,,2026-05-18T21:03:16.850472Z,1580,CDT15VVH,1251,English,24,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.154000Z,2026-05-18T21:11:54.433000Z,,2026-05-18T21:11:54.842757Z,2098,CDT15VVH,328,English,32,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.264000Z,2026-05-18T21:30:22.462000Z,,2026-05-18T21:30:22.930019Z,3206,CDT15VVH,4532,English,57,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.305000Z,2026-05-18T21:10:34.962000Z,,2026-05-18T21:10:35.390213Z,2018,CDT15VVH,39,English,44,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.390000Z,2026-05-18T21:10:17.504000Z,,2026-05-18T21:10:17.917981Z,2001,CDT15VVH,1476,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:57.609000Z,2026-05-18T21:09:18.690000Z,,2026-05-18T21:09:19.093968Z,1942,CDT15VVH,120,English,39,Female,Black,United States,United States,United States,Spanish,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:58.366000Z,2026-05-18T20:53:40.589000Z,,2026-05-18T20:53:41.033907Z,1003,CDT15VVH,4182,English,31,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:59.374000Z,2026-05-18T21:09:31.346000Z,,2026-05-18T21:09:31.789061Z,1952,CDT15VVH,279,English,20,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:36:59.840000Z,2026-05-18T21:23:28.720000Z,,2026-05-18T21:23:29.161434Z,2789,CDT15VVH,511,English,54,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:00.028000Z,,,,,,1526,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-18T20:37:01.117000Z,,,,61194,,386,English,36,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-18T20:37:01.324000Z,,,,61194,,375,English,29,Male,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,mixed
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:04.878000Z,2026-05-18T21:06:47.107000Z,,2026-05-18T21:06:47.537942Z,1783,CDT15VVH,564,English,42,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month,N/A,N/A,Fail,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:07.666000Z,2026-05-18T21:09:08.450000Z,,2026-05-18T21:09:08.853692Z,1921,CDT15VVH,136,English,23,Male,Black,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:11.475000Z,2026-05-18T21:27:45.530000Z,,2026-05-18T21:27:45.981978Z,3035,CDT15VVH,650,English,36,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:14.544000Z,2026-05-18T20:59:16.216000Z,,2026-05-18T20:59:16.629203Z,1322,CDT15VVH,74,English,29,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:37:17.108000Z,,,,,,3072,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:24.438000Z,2026-05-18T20:57:55.869000Z,,2026-05-18T20:57:56.286449Z,1232,CDT15VVH,4460,English,52,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:24.499000Z,,,,,,1445,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:30.926000Z,2026-05-18T21:03:57.079000Z,,2026-05-18T21:04:07.283532Z,1587,CDT15VVH,3,English,32,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:34.723000Z,2026-05-18T21:09:15.628000Z,,2026-05-18T21:09:16.071399Z,1901,CDT15VVH,70,English,50,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:42.826000Z,2026-05-18T21:02:08.401000Z,,2026-05-18T21:02:08.873711Z,1466,CDT15VVH,517,English,26,Male,Other,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:45.092000Z,,,,,,4525,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:37:48.301000Z,2026-05-18T21:02:29.948000Z,,2026-05-18T21:02:30.420891Z,1482,CDT15VVH,333,English,50,Female,Mixed,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:37:54.286000Z,,,,,,271,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:04.133000Z,2026-05-18T21:01:27.075000Z,,2026-05-18T21:01:27.523922Z,1403,CDT15VVH,660,English,27,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:11.619000Z,2026-05-18T21:21:27.252000Z,,2026-05-18T21:21:27.665994Z,2596,CDT15VVH,451,English,40,Female,Prefer not to say,Canada,United States,United States,English,No,Due to start a new job within the next month,N/A,N/A,Pass,Pass,Pass,Pass,N/A,mixed
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:15.698000Z,2026-05-18T20:58:35.952000Z,,2026-05-18T20:58:36.403241Z,1221,CDT15VVH,3576,"English, German, Spanish",56,Male,Mixed,United States,United States,United States,English,No,Full-Time,N/A,Pass,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:16.847000Z,2026-05-18T21:03:48.439000Z,,2026-05-18T21:03:48.848300Z,1532,CDT15VVH,390,English,33,Prefer not to say,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:21.393000Z,2026-05-18T21:04:07.211000Z,,2026-05-18T21:04:07.657926Z,1546,CDT15VVH,45,English,42,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:24.066000Z,2026-05-18T21:19:54.920000Z,,2026-05-18T21:19:55.338897Z,2491,CDT15VVH,1,"English, Spanish",44,Male,Black,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:37.190000Z,2026-05-18T20:59:12.414000Z,,2026-05-18T20:59:12.826167Z,1236,CDT15VVH,1104,English,32,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:39.426000Z,2026-05-18T21:12:30.767000Z,,2026-05-18T21:12:31.172419Z,2032,CDT15VVH,4220,English,57,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:40.161000Z,2026-05-18T21:10:59.601000Z,,2026-05-18T21:11:00.028429Z,1940,CDT15VVH,228,English,25,Female,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:42.483000Z,2026-05-18T21:10:03.604000Z,,2026-05-18T21:10:04.085725Z,1882,CDT15VVH,1057,English,51,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:42.807000Z,2026-05-18T21:14:07.212000Z,,2026-05-18T21:14:07.677866Z,2125,CDT15VVH,1855,English,36,Female,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
